,Objektart,MietpreisproMonat,Zimmer,Verfügbarab,rating,adress,publication_date,city,DateofScrapping,Wohnfläche,Geschoss,Kabel-TV,Rollstuhlgängig,Baujahr,Balkon(e),Einstellplatz,Aussenparkplatz,Cheminée,MietpreisproMonat(exkl.NK),Nebenkosten,Lift,ÖV-Haltestelle,Einkaufsmöglichkeit,Haustiereerlaubt,Autobahn,Kindergarten,Primarschule,Sekundarschule,Raumhöhe,Wohnungen,Bäder,Neubau,Still,Sonnig,Nutzfläche,Toiletten,Kinderfreundlich,Erstbezug,Minergie-zertifiziert,AltesGebäude,Geschirrspülmaschine,Wasseranschluss,Kubatur,Eckhaus,Veranda,Hochparterre,Hebebühne,Anfahrrampe,Holzofen,Grundstückfläche
22860620,Wohnung,2100,3,01.04.2020,NaN,"Calandastrasse 15, 8048 Zürich",,zuerich,26.02.2020,75,1.Stock,,,,1,,1,,1900,200,,80m,70m,,500m,90m,320m,,,,,,,,68,,,,,,,,,,,,,,,
22865644,Maisonette,2385,,15.04.2020,NaN,"Im Altried 3d, 8051 Zürich",02.02.2020,zuerich,26.02.2020,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22861002,Wohnung,2390,2.5,01.05.2020,5,"Schaffhauserstrasse 210, 8057 Zürich",31.01.2020,zuerich,26.02.2020,80,1.Stock,1,,2016,1,1,,,2240,150,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22863645,Wohnung,1840,2.5,sofort,NaN,"Dübendorfstrasse 211, 8051 Zürich",01.02.2020,zuerich,26.02.2020,,1.Stock,1,,,1,,,,1680,160,,160m,250m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22965689,Wohnung,560,1,nachVereinbarung,NaN,8045 Zürich ZH,03.02.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867071,Wohnung,1250,1,sofort,NaN,"Birchstrasse 231, 8052 Zürich ZH",03.02.2020,zuerich,26.02.2020,18,1.Stock,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22860567,Wohnung,1772,2,01.05.2020,4,"Steinkluppenweg 3/5, 8057 Zürich",31.01.2020,zuerich,26.02.2020,56,1.Stock,1,,1949,,,,,1450,322,,400m,700m,1,,500m,500m,700m,,,,,,,,,,,,,,,,,,,,,,
22860997,Wohnung,1030,1,nachVereinbarung,NaN,"Waffenplatzstrasse 1, 8002 Zürich",31.01.2020,zuerich,26.02.2020,23,2.Stock,1,,,,,,,900,130,,100m,50m,1,1000m,,,,,,,,,,,,,,,,,,,,,,,,,
23018925,Wohnung,1600,2,,3,"Altwiesenstr. 81, 8051 Zürich",31.01.2020,zuerich,26.02.2020,54,2.Stock,1,,1954,1,1,1,,1380,220,,50m,300m,1,,50m,50m,100m,,,,,,,,,,,,1,,,,,,,,,,
22866895,Wohnung,2250,1.5,sofort,NaN,8045 Zürich ZH,31.01.2020,zuerich,26.02.2020,43,3.Stock,1,,1991,1,1,,,2150,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22857919,Wohnung,1295,2.5,16.04.2020,NaN,"Schwellistrasse 59, 8052 Zürich",31.01.2020,zuerich,26.02.2020,,2.Stock,,,,1,,,,1155,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22899920,Wohnung,1295,2.5,16.04.2020,NaN,"Schwellistrasse 59, 8052 Zürich",31.01.2020,zuerich,26.02.2020,,2.Stock,,,,1,,,,1155,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22857387,Wohnung,6120,5.5,01.04.2020,3,"Seeblickstrasse 24, 8038 Zürich",31.01.2020,zuerich,26.02.2020,180,,1,1,2014,1,,,,5495,625,1,,,,,,,,,,1,,1,1,,,1,,,,,,,,,,,,,
22859888,Wohnung,3820,4,01.04.2020,NaN,"Neuhausstrasse 12, 8044 Zürich",31.01.2020,zuerich,26.02.2020,140,2.Stock,1,,,1,1,,1,3545,275,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,
22859900,Studio,1060,1,,NaN,"Buchzelgstrasse 91, 8053 Zürich",31.01.2020,zuerich,26.02.2020,,EG,1,,,,,,,920,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22857551,Wohnung,4200,4.5,01.04.2020,3,"Spitalgasse 10, 8001 Zürich",31.01.2020,zuerich,26.02.2020,100,2.Stock,1,,1890,1,,1,,,,1,200m,,1,,,,,,,,,,,100,,1,,,,,,,,,,,,,
22852691,Maisonette,2990,4.5,,6,"Im Tobelacker 10d, 8044 Gockhausen",30.01.2020,zuerich,26.02.2020,151,2.Stock,1,,2008,1,1,,1,2700,290,1,180m,2000m,1,5000m,1000m,1000m,3000m,,,,,,,,,1,,,,,,,,,,,,,
22852690,Maisonette,2995,4.5,,6,"Im Tobelacker 10c, 8044 Gockhausen",30.01.2020,zuerich,26.02.2020,151,2.Stock,1,,2008,1,1,,1,2705,290,1,180m,2000m,1,5000m,1000m,1000m,3000m,,,,,,,,,1,,,,,,,,,,,,,
22947890,Wohnung,1240,1.5,sofort,NaN,"Drusbergstrasse 40, 8053 Zürich ZH",31.01.2020,zuerich,26.02.2020,,,1,,,1,,,,1090,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22851552,Maisonette,2460,4.5,01.04.2020,4,"Im Altried 3d, 8051 Zürich",30.01.2020,zuerich,26.02.2020,110,2.Stock,1,,1983,,,,,2125,335,,10m,600m,1,,300m,355m,355m,,,,,,,,,1,,,,,,,,,,,,,
22853584,Wohnung,1285,1,01.05.2020,NaN,"Bolleystrasse 17, 8006 Zürich ZH",30.01.2020,zuerich,26.02.2020,18,2.Stock,1,,,,,,,1150,135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22857556,Wohnung,3800,3.5,01.04.2020,4,"Turbinenstrasse 26, 8005 Zürich",31.01.2020,zuerich,26.02.2020,101,3.Stock,,,2013,,,,,3470,330,1,200m,400m,,,600m,1000m,,,,,,,,,,,,,,,,,,,,,,,
22853614,Wohnung,1287,1,nachVereinbarung,NaN,8049 Zürich ZH,31.01.2020,zuerich,26.02.2020,89,1.Stock,1,,1982,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22855550,Wohnung,3560,3.5,01.04.2020,NaN,"Am Guggenberg 18, 8053 Zürich",31.01.2020,zuerich,26.02.2020,94,1.Stock,,,,1,1,1,,3250,310,,150m,250m,1,,,100m,,,,,,,,,,,,,,,,,,,,,,,
22852676,Attika,9250,5.5,01.07.2020,NaN,"Tödistrasse 27, 8002 Zürich",30.01.2020,zuerich,26.02.2020,195,5.Stock,,,,1,,,1,8900,350,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22867165,Wohnung,2550,3.5,nachVereinbarung,NaN,8051 Zürich ZH,31.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23009498,Wohnung,3265,4.5,nachVereinbarung,NaN,"Buchzelgstrasse, 8053 Zürich ZH",30.01.2020,zuerich,26.02.2020,126,,1,,,1,1,,,2975,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22848137,Wohnung,1722,3,02.03.2020,NaN,"Im Brächli 2, 8053 Zürich",30.01.2020,zuerich,26.02.2020,55,EG,,,,,,,,1500,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22848116,Wohnung,2310,2.5,01.05.2020,5,"Freilagerstrasse 99, 8047 Zürich",30.01.2020,zuerich,26.02.2020,76,7.Stock,,,2016,,,,,2090,220,,500m,500m,1,,500m,,,,,,,,,,,,,,,,,,,,,,,,
23018915,Wohnung,1759,3.5,,5,"Wehntalerstrasse 641, 8046 Zürich",30.01.2020,zuerich,26.02.2020,80,1.Stock,1,,1995,1,1,,,1459,300,,100m,200m,1,500m,,,,,,,,,,,,1,,,,,,,,,,,,,
22848095,Dachwohnung,5980,4.5,01.05.2020,NaN,"Sonneggstrasse 47, 8006 Zürich",30.01.2020,zuerich,26.02.2020,110,4.Stock,,,,1,,,,5630,350,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22851528,Wohnung,3010,3,nachVereinbarung,4,"Engimattstrasse 25, 8002 Zürich",30.01.2020,zuerich,26.02.2020,92,EG,1,,1933,,1,,,2700,310,,700m,400m,1,2100m,500m,1100m,900m,,,,,,,,,,,,,,,,,,,,,,
22938373,Wohnung,2300,2.5,nachVereinbarung,NaN,"Michael-Maggi-Strasse 22, 8046 Zürich",,zuerich,26.02.2020,50,1.Stock,,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22986424,Wohnung,2450,2.5,16.03.2020,NaN,"Pfirsichstrasse 17, 8006 Zürich",30.01.2020,zuerich,26.02.2020,65,5.Stock,,,,,,,,2200,250,1,36m,200m,,800m,,,,,,,,,,,,,,,,,,,,,,,,,
22848125,Wohnung,2490,3.5,,NaN,"Limmattalstr. 51, 8049 Zürich",30.01.2020,zuerich,26.02.2020,80,1.Stock,1,,,1,,,,2340,150,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,
22851556,Wohnung,2190,3,01.05.2020,NaN,"Bächlerstrasse 62, 8046 Zürich",30.01.2020,zuerich,26.02.2020,69,2.Stock,1,,,1,,,,1940,250,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22848246,Wohnung,2880,3.5,01.04.2020,5,"Ursprungstrasse 1b, 8044 Gockhausen",,zuerich,26.02.2020,102,,,1,2019,1,,1,,2620,230,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,
22848131,Wohnung,2500,2,sofort,NaN,"Friesstrasse 31/33, 8050 Zürich",29.01.2020,zuerich,26.02.2020,40,,1,,,1,1,1,,,,1,30m,350m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22840856,Wohnung,800,1,01.03.2020,NaN,"Küngenmatt 50, 8055 Zürich ZH",29.01.2020,zuerich,26.02.2020,13,EG,,,1966,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22841277,Wohnung,4390,3.5,01.03.2020,NaN,"Schärenmoosstrasse 76, 8052 Zürich",29.01.2020,zuerich,26.02.2020,124,3.Stock,1,,2015,1,1,,,3990,400,1,50m,20m,1,500m,100m,200m,200m,,,,,,,,,,,,,,,,,,,,,,
22847048,Wohnung,2720,3,01.04.2020,NaN,"Helenastrasse 15, 8008 Zürich ZH",30.01.2020,zuerich,26.02.2020,62,3.Stock,1,,,,,,,2460,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22850241,Wohnung,2500,2,sofort,NaN,"Beethovenstrasse 9-11, 8002 Zürich",29.01.2020,zuerich,26.02.2020,45,5.Stock,,,,,,,,,,1,400m,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
22843571,Attika,5081,5.5,01.04.2020,2,"Nidelbadstrasse 2, 8038 Zürich",29.01.2020,zuerich,26.02.2020,180,3.Stock,1,,1960,1,1,1,1,4631,450,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22840857,Wohnung,690,1,01.03.2020,NaN,"Rümlangstrasse 55a, 8052 Zürich ZH",29.01.2020,zuerich,26.02.2020,16,2.Stock,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22846985,Maisonette,5830,5.5,01.05.2020,NaN,"Giacomettistr. 15, 8049 Zürich",29.01.2020,zuerich,26.02.2020,161,3.Stock,,,2006,1,,,1,5300,530,,100m,500m,1,1500m,150m,500m,150m,,,,,,,,,,,,,,,,,,,,,,
22846675,Wohnung,3200,3,01.04.2020,NaN,"Wildbachstrasse  68, 8008 Zürich",30.01.2020,zuerich,26.02.2020,74,2.Stock,1,,,1,,,,2800,400,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22909902,Wohnung,2866,4.5,16.05.2020,NaN,"Honigstrasse 37, 8052 Zürich",28.01.2020,zuerich,26.02.2020,,2.Stock,1,,,1,1,,,2680,186,1,400m,500m,,500m,300m,300m,300m,,,,,,,,,,,,,,,,,,,,,,
22848206,Wohnung,1810,2.5,01.04.2020,NaN,"Schaffhauserstrasse 264, 8057 Zürich",29.01.2020,zuerich,26.02.2020,,2.Stock,1,,1962,,1,1,,1650,160,1,,,,,,,,,,,,,,58,1,,,,,,1,,,,,,1,,
22867270,Wohnung,1500,2.5,nachVereinbarung,NaN,8045 Zürich ZH,28.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22848354,Wohnung,2315,3.5,16.05.2020,5,"Im Walder 15/17, 8008 Zürich",28.01.2020,zuerich,26.02.2020,76,EG,,,1952,,1,,,2035,280,,50m,50m,,,110m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22847640,Wohnung,2050,4.5,01.04.2020,4,"Sihlweidstrasse 62, 8041 Zürich",29.01.2020,zuerich,26.02.2020,80,2.Stock,,,1974,,,,,1750,300,1,330m,330m,1,,350m,200m,,,,,,,,,,,,,,,,,,,,,,,
22833850,Wohnung,1614,2,01.04.2020,6,"Limmattalstrasse 359, 8049 Zürich",28.01.2020,zuerich,26.02.2020,47,1.Stock,1,,2018,,,,,1461,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22837280,Wohnung,8200,6.5,,3,8002 Zürich,29.01.2020,zuerich,26.02.2020,260,,,,1911,,,,1,7600,600,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,
22937544,Wohnung,2670,2.5,01.04.2020,NaN,"Scheuchzerstrasse 79, 8006 Zürich",28.01.2020,zuerich,26.02.2020,65,EG,,,,1,1,,,2450,220,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22846986,Wohnung,1795,2,nachVereinbarung,4,"Bombachstr. 26, 8049 Zürich",29.01.2020,zuerich,26.02.2020,59,1.Stock,,,1953,,,,,1515,280,,700m,1000m,1,,700m,700m,700m,,,,,,,,,1,,,,,,,,,,,,,
22967885,Wohnung,3479,4.5,01.04.2020,5,"Klosterweg 14, 8044 Zürich",28.01.2020,zuerich,26.02.2020,135,1.Stock,,,1999,1,,,,3189,290,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22830266,Wohnung,4850,3.5,01.04.2020,NaN,"Gustav-Gull-Platz 4, 8004 Zürich ZH",28.01.2020,zuerich,26.02.2020,125,8.Stock,1,1,,1,,,,4500,350,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
23024645,Wohnung,1656,3,01.04.2020,NaN,"Herbstweg 72, 8050 Zürich",27.01.2020,zuerich,26.02.2020,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22831635,Wohnung,2290,2.5,15.06.2020,4,"In der Ey 68, 8047 Zürich",28.01.2020,zuerich,26.02.2020,69,,1,,2020,1,,,,2050,240,,150m,150m,1,5000m,500m,500m,750m,,,,1,,,,,,,,,,,,,,,,,,
22831292,Wohnung,4850,6,01.04.2020,NaN,"Universitätstrasse 51, 8006 Zürich",,zuerich,26.02.2020,140,EG,,,,,,,,4500,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22834843,Wohnung,1950,2,nachVereinbarung,NaN,8005 Zürich ZH,28.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22830315,Wohnung,1237,1,nachVereinbarung,NaN,8003 Zürich ZH,28.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22829163,Wohnung,2880,4.5,01.04.2020,3,"Zweiackerstrasse 59, 8053 Zürich",27.01.2020,zuerich,26.02.2020,93,2.Stock,1,,1979,1,,,1,2700,180,,50m,800m,1,,100m,1000m,,,,,,,,,,1,,,,,,,,,,,,,
22829579,Wohnung,2650,4.5,01.04.2020,NaN,"Tennmoosstrasse 11, 8044 Gockhausen",27.01.2020,zuerich,26.02.2020,104,EG,,,,,,,,2500,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22831785,Wohnung,2020,3.5,,NaN,8053 Zürich,28.01.2020,zuerich,26.02.2020,78,,,,,,,,,1800,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22833238,Wohnung,2020,3.5,01.04.2020,5,"Buchzelgstrasse 55, 8053 Zürich",28.01.2020,zuerich,26.02.2020,78,EG,,,1970,,,,,1800,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22869622,Wohnung,2980,3.5,sofort,NaN,"Südstrasse 7, 8008 Zürich",27.01.2020,zuerich,26.02.2020,75,1.Stock,,,,1,,1,,2800,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22825950,Wohnung,2111,1.5,01.04.2020,NaN,"Niederdorfstrasse 35, 8001 Zürich",27.01.2020,zuerich,26.02.2020,45,2.Stock,1,,1700,,,,,1871,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22824034,Wohnung,7330,4.5,01.04.2020,2,"Zollikerstrasse 203c, 8008 Zürich",27.01.2020,zuerich,26.02.2020,158,1.Stock,,,2016,,,,,6730,600,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22823803,Wohnung,1836,2.5,01.05.2020,5,"Arianestrasse 19, 8052 Zürich",27.01.2020,zuerich,26.02.2020,67,4.Stock,,,2013,,,,,1711,125,1,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,,,
22848565,Wohnung,1790,2.5,01.04.2020,NaN,"Schwammendingerstr. 81, 8050 Zürich",27.01.2020,zuerich,26.02.2020,60,3.Stock,1,,,1,,,,1590,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22825626,Wohnung,3545,3.5,01.04.2020,4,"Pestalozzistrasse 41, 8032 Zürich",27.01.2020,zuerich,26.02.2020,92,3.Stock,,,1940,,,,,3200,345,,700m,700m,,,700m,400m,400m,,,,,,,,,,,,,,,,,,,,,,
22823024,Wohnung,1600,1,sofort,NaN,"Glockengasse 16, 8001 Zürich ZH",27.01.2020,zuerich,26.02.2020,70,3.Stock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22827027,Dachwohnung,2940,4.5,nachVereinbarung,5,"Mutschellenstrasse 61, 8038 Zürich",27.01.2020,zuerich,26.02.2020,110,5.Stock,1,,1897,1,1,,,2700,240,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22899919,Wohnung,2160,2.5,01.05.2020,NaN,"Hofwiesenstrasse 116, 8057 Zürich",27.01.2020,zuerich,26.02.2020,64,2.Stock,,,,1,,1,,1920,240,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22822820,Wohnung,1120,1.5,01.04.2020,NaN,"Wehntalerstrasse 502, 8046 Zürich ZH",27.01.2020,zuerich,26.02.2020,25,1.Stock,1,,,1,,,,1060,60,,300m,300m,,1000m,,,,,,,,,,,,,,,,,,,,,,,,,
22822022,Wohnung,1700,1,01.05.2020,NaN,"Winterthurerstrasse 304, 8057 Zürich",26.01.2020,zuerich,26.02.2020,47,5.Stock,1,,,1,1,1,,1560,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22813973,Wohnung,3650,2.5,01.04.2020,NaN,"Seestrasse 43, 8002 Zürich",,zuerich,26.02.2020,85,5.Stock,,,,1,,,,,,1,250m,250m,,2000m,,,,,,,,,,100,,,,,1,,,,,,,,,,
22815847,Wohnung,6950,4.5,,NaN,8001 Zürich,25.01.2020,zuerich,26.02.2020,142,5.Stock,,,1886,,,,,6700,250,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
22925942,Wohnung,1089,1,nachVereinbarung,NaN,8037 Zürich ZH,24.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22814174,Wohnung,6800,5.5,01.04.2020,NaN,"Freudenbergstrasse 73, 8044 Zürich",24.01.2020,zuerich,26.02.2020,170,1.Stock,,,,1,,,,6560,240,1,450m,450m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22812805,Wohnung,2095,3.5,sofort,NaN,"Käshaldenstrasse 25, 8052 Zürich",24.01.2020,zuerich,26.02.2020,80,2.Stock,,,,1,1,,,1855,240,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22818574,Wohnung,2890,3.5,01.04.2020,NaN,"Hufgasse 19, 8008 Zürich",24.01.2020,zuerich,26.02.2020,83,EG,,,,1,,,,2680,210,,100m,200m,,,,400m,600m,,,,,,,,,,,,,,,,,,1,,,,
22828476,Wohnung,1370,1,01.04.2020,NaN,"Altenhofstrasse 45, 8008 Zürich",24.01.2020,zuerich,26.02.2020,,EG,,,,,,,,1210,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22823352,Wohnung,760,1,sofort,NaN,8048 Zürich ZH,24.01.2020,zuerich,26.02.2020,13,EG,1,1,2010,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22815524,Wohnung,5800,5.5,,NaN,"Signaustr. 10, 8008 Zürich",25.01.2020,zuerich,26.02.2020,146,1.Stock,1,,2006,1,1,1,,5100,700,1,50m,200m,1,,20m,,,,,,,,,,,1,,,,,,,,,,,,,
22813891,Wohnung,2080,3.5,01.04.2020,5,"Spirackerstrasse 45, 8044 Gockhausen",24.01.2020,zuerich,26.02.2020,79,EG,1,,1999,1,1,,,1920,160,,50m,2000m,1,2000m,200m,200m,2000m,,,,,,,,,1,,,,,,190m³,,,,,,,
22990282,Wohnung,979,1,01.04.2020,4,"Wallisellenstr. 467, 8050 Zürich",23.01.2020,zuerich,26.02.2020,24,EG,1,,1954,1,,,,903,76,,100m,500m,1,,,,,,,,,,,,,,,,,,,,,,,,,,
22971019,Wohnung,2753,4.5,01.04.2020,5,"Mutschellenstrasse 95, 8038 Zürich",23.01.2020,zuerich,26.02.2020,100,4.Stock,1,,1908,,,,,2528,225,,40m,100m,,,,,,,,,,,,,,,,,,,,,,,,,,,
23003639,Wohnung,2675,3.5,sofort,4,"Tulpenstrasse 43, 8051 Zürich",23.01.2020,zuerich,26.02.2020,100,EG,1,,2014,1,1,1,,2395,280,1,100m,100m,1,1000m,,,,,,,1,,,,,,,,,,,,,,,,,,
22926087,Wohnung,1200,1,nachVereinbarung,NaN,8004 Zürich ZH,24.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22807790,Wohnung,2630,4.5,01.04.2020,5,"Wiesliacher 95, 8053 Zürich",23.01.2020,zuerich,26.02.2020,112,1.Stock,1,,1981,,,,,2250,380,,800m,1600m,1,,400m,2500m,1400m,,,,,,,,,1,,,,,,,,,,,,,
22808611,Wohnung,1990,4,16.04.2020,4,"Sandacker 8, 8052 Zürich",23.01.2020,zuerich,26.02.2020,80,2.Stock,1,,1949,1,,,,1900,90,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22809682,Attika,2190,2.5,01.03.2020,4,"Schauenbergstrasse 40, 8046 Zürich",23.01.2020,zuerich,26.02.2020,67,2.Stock,1,,2013,1,1,1,,2010,180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22963827,Wohnung,1200,1,sofort,NaN,"Eisfeldstrasse 30, 8052 Zürich ZH",24.01.2020,zuerich,26.02.2020,15,6.Stock,1,1,2009,1,1,1,,1050,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22918969,Wohnung,2365,3,01.04.2020,NaN,"Brunnwiesenstr. 50, 8049 Zürich",23.01.2020,zuerich,26.02.2020,60,1.Stock,,,,,,,,2150,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22806153,Wohnung,3090,2.5,,4,"Turbinenstrasse 52, 8005 Zürich",23.01.2020,zuerich,26.02.2020,83,EG,1,,2013,1,,,,2850,240,1,100m,100m,1,500m,,,,,,,,,,,,,,,,,,,,,,,,,
23009345,Wohnung,1250,1.5,nachVereinbarung,NaN,8008 Zürich ZH,23.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22891025,Wohnung,2490,3,sofort,NaN,"Feldstr. 141, 8004 Zürich",23.01.2020,zuerich,26.02.2020,,1.Stock,1,,,,,1,,2290,200,,20m,100m,,,,,,,,,,,,,,1,,,,,,,,,,,,,
22804516,Wohnung,2100,3.5,01.03.2020,NaN,"Altwiesenstrasse, 8051 Zürich",23.01.2020,zuerich,26.02.2020,,EG,,1,,1,1,,,,,,300m,500m,1,5000m,200m,400m,500m,,,,1,,,,,,,,,,,,,,,,,,
22800562,Wohnung,1390,1,sofort,NaN,"Hugostrasse 2, 8050 Zürich",22.01.2020,zuerich,26.02.2020,29,4.Stock,,,,,,,,1230,160,1,100m,500m,,100m,100m,200m,700m,,,,,,,29,,,,,,,,,,,,,,,
22800519,Wohnung,4150,3.5,sofort,NaN,"Strehlgasse 9, 8001 Zürich",22.01.2020,zuerich,26.02.2020,98,3.Stock,,,1558,,,,,3900,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22827148,Wohnung,500,1,nachVereinbarung,NaN,8003 Zürich ZH,23.01.2020,zuerich,26.02.2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22804836,Wohnung,1980,1.5,nachVereinbarung,2,8032 Zürich ZH,23.01.2020,zuerich,26.02.2020,41,1.Stock,1,,1971,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
23021882,Wohnung,2540,4.5,01.05.2020,NaN,"Ettenfeldstrasse 7, 8052 Zürich",23.01.2020,zuerich,26.02.2020,,2.Stock,1,,,1,1,,1,2296,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22806178,Wohnung,1894,4,sofort,NaN,"Buhnstrasse 12, 8052 Zürich",23.01.2020,zuerich,26.02.2020,87,2.Stock,1,,,1,,,,1690,204,,300m,300m,,,,,,,,,,,,,,,,,,,,,,,,,,,
22797474,Wohnung,2700,3,sofort,NaN,"Freudenbergstrasse 97, 8044 Zürich",22.01.2020,zuerich,26.02.2020,81,EG,1,,,1,,,,2500,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22693140,Wohnung,1300,1,01.04.2020,NaN,8048 Zürich ZH,22.01.2020,zuerich,26.02.2020,70,2.Stock,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22794409,Wohnung,16500,5.5,nachVereinbarung,NaN,"Laternengasse 5, 8001 Zürich",22.01.2020,zuerich,26.02.2020,260,6.Stock,,,1858,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22795343,Wohnung,1880,1.5,01.05.2020,3,"Turbinenstrasse 46, 8005 Zürich",22.01.2020,zuerich,26.02.2020,34,1.Stock,1,,2013,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
22971021,Wohnung,1390,1,sofort,NaN,"Hopfenstrasse 17, 8045 Zürich",22.01.2020,zuerich,26.02.2020,,EG,1,,,,,,,1255,135,,50m,50m,,500m,,,,,,,,,,,,,,,,,,,,,,,,,
22795802,Wohnung,2248,3.5,01.04.2020,NaN,"Diggelmannstr. 22, 8047 Zürich",,zuerich,26.02.2020,,1.Stock,1,,1972,1,1,,,1998,250,1,250m,250m,,,250m,250m,300m,,,,,,,,,1,,,,,,,,,,,,,
22935404,Wohnung,3480,4,sofort,NaN,"Seestrasse  334, 8038 Zürich",22.01.2020,zuerich,26.02.2020,90,1.Stock,1,,,1,,1,,3200,280,,10m,50m,1,,600m,700m,700m,,,,,,,,,,,,1,,,,,,,,,,
